edge_id	source	target	interaction	edge_type	evidence	is_direct_alignment	cluster_representative	cluster_size	cluster_visibility_in_original_network	raw_m8_query	raw_m8_target	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	bits
A0A3Q8Q3U2__direct_alignment__A0A2U8UUF1	A0A3Q8Q3U2	A0A2U8UUF1	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A2U8UUF1	0.242	70	21	8	14	58	16	78	1.695E-01	29
A0A3Q8Q3U2__direct_alignment__A0A3G5A0A2	A0A3Q8Q3U2	A0A3G5A0A2	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A3G5A0A2	0.209	86	30	8	19	74	21	98	6.507E-02	30
A0A3Q8Q3U2__direct_alignment__A0A1V0SF51	A0A3Q8Q3U2	A0A1V0SF51	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A1V0SF51	0.227	44	23	4	31	73	21	54	3.209E-01	28
A0A3Q8Q3U2__direct_alignment__A0A2C9DT49	A0A3Q8Q3U2	A0A2C9DT49	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A2C9DT49	0.304	46	19	5	16	51	250	292	3.059E-05	41
A0A3Q8Q3U2__direct_alignment__A0A2K9R866	A0A3Q8Q3U2	A0A2K9R866	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A2K9R866	0.280	57	23	7	20	73	204	245	1.150E+00	26
A0A3Q8Q3U2__direct_alignment__A0A3G5AAN9	A0A3Q8Q3U2	A0A3G5AAN9	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A3G5AAN9	0.214	70	37	5	162	230	538	590	2.498E-02	32
A0A3Q8Q3U2__direct_alignment__A0A516LLQ2	A0A3Q8Q3U2	A0A516LLQ2	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A516LLQ2	0.170	47	28	6	17	61	22	59	1.150E+00	26
A0A3Q8Q3U2__direct_alignment__A0A5B8IHP7	A0A3Q8Q3U2	A0A5B8IHP7	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A5B8IHP7	0.273	84	29	13	20	75	61	140	3.679E-03	35
A0A3Q8Q3U2__direct_alignment__A0A7D3QA88	A0A3Q8Q3U2	A0A7D3QA88	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A7D3QA88	0.242	95	33	9	10	89	140	210	2.332E-01	29
A0A3Q8Q3U2__direct_alignment__A0A7S9SV60	A0A3Q8Q3U2	A0A7S9SV60	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A7S9SV60	0.217	244	55	24	18	207	180	341	6.075E-01	27
A0A3Q8Q3U2__direct_alignment__A0A6G5YIP4	A0A3Q8Q3U2	A0A6G5YIP4	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6G5YIP4	0.450	20	6	2	218	233	119	137	2.177E+00	25
A0A3Q8Q3U2__direct_alignment__A0A6J5ME73	A0A3Q8Q3U2	A0A6J5ME73	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J5ME73	0.291	48	28	5	190	232	66	112	6.075E-01	27
A0A3Q8Q3U2__direct_alignment__A0A8S5QEQ3	A0A3Q8Q3U2	A0A8S5QEQ3	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A8S5QEQ3	0.168	125	53	13	145	249	441	534	3.209E-01	28
A0A3Q8Q3U2__direct_alignment__A0A6J5PAZ7	A0A3Q8Q3U2	A0A6J5PAZ7	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J5PAZ7	0.234	81	31	10	16	80	73	138	3.209E-01	28
A0A3Q8Q3U2__direct_alignment__A0A481YN17	A0A3Q8Q3U2	A0A481YN17	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A481YN17	0.273	84	22	11	28	81	26	100	6.075E-01	27
A0A3Q8Q3U2__direct_alignment__A0A5B8IGR9	A0A3Q8Q3U2	A0A5B8IGR9	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A5B8IGR9	0.224	98	30	10	157	249	188	244	4.729E-02	31
A0A3Q8Q3U2__direct_alignment__A0A1C9C545	A0A3Q8Q3U2	A0A1C9C545	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A1C9C545	0.227	158	41	15	142	240	74	209	6.507E-02	30
A0A3Q8Q3U2__direct_alignment__A0A1V0SE46	A0A3Q8Q3U2	A0A1V0SE46	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A1V0SE46	0.209	81	31	9	182	245	3	67	6.075E-01	27
A0A3Q8Q3U2__direct_alignment__A0A3G5AAE5	A0A3Q8Q3U2	A0A3G5AAE5	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A3G5AAE5	0.210	76	32	11	14	69	64	131	4.415E-01	28
A0A3Q8Q3U2__direct_alignment__A0A5J6VJV7	A0A3Q8Q3U2	A0A5J6VJV7	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A5J6VJV7	0.294	34	11	4	182	209	208	234	4.729E-02	31
A0A3Q8Q3U2__direct_alignment__A0A6J5KSN6	A0A3Q8Q3U2	A0A6J5KSN6	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J5KSN6	0.226	84	36	10	14	70	48	129	2.177E+00	25
A0A3Q8Q3U2__direct_alignment__A0A2P0VNX7	A0A3Q8Q3U2	A0A2P0VNX7	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A2P0VNX7	0.278	79	26	10	143	210	27	85	1.582E+00	26
A0A3Q8Q3U2__direct_alignment__A0A481Z8Y6	A0A3Q8Q3U2	A0A481Z8Y6	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A481Z8Y6	0.233	30	13	3	16	43	4	25	7.799E+00	24
A0A3Q8Q3U2__direct_alignment__A0A6J5LUI8	A0A3Q8Q3U2	A0A6J5LUI8	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J5LUI8	0.230	100	40	9	152	233	146	226	8.358E-01	27
A0A3Q8Q3U2__cluster_membership__A0A8S0HXQ2	A0A3Q8Q3U2	A0A8S0HXQ2	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__A0A5K0UBK5	A0A3Q8Q3U2	A0A5K0UBK5	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A5K0UBK5	0.285	35	15	3	186	218	19	45	6.507E-02	30
A0A3Q8Q3U2__direct_alignment__A0A1V0S9A4	A0A3Q8Q3U2	A0A1V0S9A4	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A1V0S9A4	0.235	85	32	10	16	78	130	203	2.332E-01	29
A0A3Q8Q3U2__direct_alignment__A0A5Q2WGQ6	A0A3Q8Q3U2	A0A5Q2WGQ6	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A5Q2WGQ6	0.283	67	21	8	20	67	4	62	5.669E+00	24
A0A3Q8Q3U2__direct_alignment__A0A6J5KT09	A0A3Q8Q3U2	A0A6J5KT09	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J5KT09	0.306	62	22	7	20	76	37	82	1.815E-02	32
A0A3Q8Q3U2__cluster_membership__A0A6J5LFA8	A0A3Q8Q3U2	A0A6J5LFA8	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__A0A6N1NPT3	A0A3Q8Q3U2	A0A6N1NPT3	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6N1NPT3	0.271	103	30	13	172	248	51	134	1.232E-01	30
A0A3Q8Q3U2__direct_alignment__A0A7D7JK70	A0A3Q8Q3U2	A0A7D7JK70	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A7D7JK70	0.273	73	22	8	151	205	14	73	2.177E+00	25
A0A3Q8Q3U2__direct_alignment__A0A879R2R5	A0A3Q8Q3U2	A0A879R2R5	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A879R2R5	0.292	41	18	4	190	227	191	223	3.437E-02	31
A0A3Q8Q3U2__cluster_membership__A0A6J5QX37	A0A3Q8Q3U2	A0A6J5QX37	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__P19296	A0A3Q8Q3U2	P19296	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	P19296	0.220	168	51	17	134	245	76	219	2.498E-02	32
A0A3Q8Q3U2__direct_alignment__A0A3G4ZUI3	A0A3Q8Q3U2	A0A3G4ZUI3	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A3G4ZUI3	0.266	60	21	7	169	222	295	337	6.507E-02	30
A0A3Q8Q3U2__direct_alignment__A0A1V0SAG8	A0A3Q8Q3U2	A0A1V0SAG8	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A1V0SAG8	0.423	26	8	2	220	245	8	26	5.063E-03	34
A0A3Q8Q3U2__direct_alignment__A0A1V0S991	A0A3Q8Q3U2	A0A1V0S991	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A1V0S991	0.252	91	34	9	172	231	329	416	6.967E-03	34
A0A3Q8Q3U2__direct_alignment__A0A2K9V8E1	A0A3Q8Q3U2	A0A2K9V8E1	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A2K9V8E1	0.208	115	30	11	18	89	409	505	3.937E-04	38
A0A3Q8Q3U2__direct_alignment__A0A3G5AB74	A0A3Q8Q3U2	A0A3G5AB74	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A3G5AB74	0.266	90	26	12	20	89	460	529	1.815E-02	32
A0A3Q8Q3U2__direct_alignment__A0A481ZAH2	A0A3Q8Q3U2	A0A481ZAH2	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A481ZAH2	0.307	130	37	19	138	244	78	177	1.097E-04	40
A0A3Q8Q3U2__direct_alignment__A0A7D3URG3	A0A3Q8Q3U2	A0A7D3URG3	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A7D3URG3	0.222	144	54	17	129	246	135	246	5.063E-03	34
A0A3Q8Q3U2__direct_alignment__A0A7D3UTL1	A0A3Q8Q3U2	A0A7D3UTL1	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A7D3UTL1	0.210	38	18	4	186	215	157	190	1.582E+00	26
A0A3Q8Q3U2__direct_alignment__A0A2P0VNG1	A0A3Q8Q3U2	A0A2P0VNG1	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A2P0VNG1	0.236	76	20	7	134	188	117	175	3.209E-01	28
A0A3Q8Q3U2__direct_alignment__A0A3G5A1F8	A0A3Q8Q3U2	A0A3G5A1F8	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A3G5A1F8	0.283	127	31	13	146	237	40	141	4.729E-02	31
A0A3Q8Q3U2__direct_alignment__A0A481Z2T3	A0A3Q8Q3U2	A0A481Z2T3	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A481Z2T3	0.236	152	51	18	144	240	210	351	3.679E-03	35
A0A3Q8Q3U2__direct_alignment__A0A481ZBT3	A0A3Q8Q3U2	A0A481ZBT3	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A481ZBT3	0.264	68	26	8	20	71	220	279	1.582E+00	26
A0A3Q8Q3U2__direct_alignment__A0A3G5AHM6	A0A3Q8Q3U2	A0A3G5AHM6	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A3G5AHM6	0.169	59	29	5	16	73	159	198	8.953E-02	30
A0A3Q8Q3U2__direct_alignment__A0A5K0UAP2	A0A3Q8Q3U2	A0A5K0UAP2	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A5K0UAP2	0.261	65	21	9	20	70	133	184	2.332E-01	29
A0A3Q8Q3U2__direct_alignment__A0A8D9CCR8	A0A3Q8Q3U2	A0A8D9CCR8	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A8D9CCR8	0.250	48	16	6	18	50	111	153	8.953E-02	30
A0A3Q8Q3U2__direct_alignment__A0A8S0IDT3	A0A3Q8Q3U2	A0A8S0IDT3	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A8S0IDT3	0.268	67	26	10	13	69	137	190	3.437E-02	31
A0A3Q8Q3U2__direct_alignment__A0A6J5SAF2	A0A3Q8Q3U2	A0A6J5SAF2	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J5SAF2	0.287	73	24	10	14	82	16	64	1.150E+00	26
A0A3Q8Q3U2__direct_alignment__A0A879R2M4	A0A3Q8Q3U2	A0A879R2M4	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A879R2M4	0.300	60	15	7	178	223	158	204	1.695E-01	29
A0A3Q8Q3U2__direct_alignment__M1HIA0	A0A3Q8Q3U2	M1HIA0	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	M1HIA0	0.254	51	11	4	14	42	643	688	1.582E+00	26
A0A3Q8Q3U2__direct_alignment__Q4A259	A0A3Q8Q3U2	Q4A259	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	Q4A259	0.235	225	70	24	57	246	78	235	5.063E-03	34
A0A3Q8Q3U2__direct_alignment__R4THE2	A0A3Q8Q3U2	R4THE2	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	R4THE2	0.258	31	19	2	16	46	151	177	8.358E-01	27
A0A3Q8Q3U2__direct_alignment__A0A8S5QRU0	A0A3Q8Q3U2	A0A8S5QRU0	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A8S5QRU0	0.317	41	11	4	20	48	7	42	8.358E-01	27
A0A3Q8Q3U2__cluster_membership__A0A075KJU1	A0A3Q8Q3U2	A0A075KJU1	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__A0A8S5NQF4	A0A3Q8Q3U2	A0A8S5NQF4	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A8S5NQF4	0.202	99	30	9	160	236	131	202	2.177E+00	25
A0A3Q8Q3U2__cluster_membership__U3PFV4	A0A3Q8Q3U2	U3PFV4	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__A0A3G5A4J5	A0A3Q8Q3U2	A0A3G5A4J5	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A3G5A4J5	0.292	41	15	5	35	70	126	157	4.415E-01	28
A0A3Q8Q3U2__direct_alignment__A0A1V0SKJ4	A0A3Q8Q3U2	A0A1V0SKJ4	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A1V0SKJ4	0.261	65	22	8	16	69	195	244	9.587E-03	33
A0A3Q8Q3U2__direct_alignment__A0A1V0SL98	A0A3Q8Q3U2	A0A1V0SL98	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A1V0SL98	0.262	80	30	10	142	197	352	426	1.943E-03	35
A0A3Q8Q3U2__direct_alignment__A0A3G5AE29	A0A3Q8Q3U2	A0A3G5AE29	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A3G5AE29	0.246	81	27	9	25	90	299	360	4.120E+00	25
A0A3Q8Q3U2__direct_alignment__A0A3G5AJI2	A0A3Q8Q3U2	A0A3G5AJI2	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A3G5AJI2	0.205	39	20	3	38	75	301	329	2.177E+00	25
A0A3Q8Q3U2__direct_alignment__A0A481Z1W7	A0A3Q8Q3U2	A0A481Z1W7	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A481Z1W7	0.220	59	20	6	181	235	195	231	1.582E+00	26
A0A3Q8Q3U2__direct_alignment__A0A481Z8F6	A0A3Q8Q3U2	A0A481Z8F6	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A481Z8F6	0.202	74	31	8	13	76	381	436	1.150E+00	26
A0A3Q8Q3U2__direct_alignment__A0A6J5NSL9	A0A3Q8Q3U2	A0A6J5NSL9	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J5NSL9	0.348	43	22	5	39	80	3	40	2.674E-03	35
A0A3Q8Q3U2__direct_alignment__A0A6J5T0S5	A0A3Q8Q3U2	A0A6J5T0S5	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J5T0S5	0.217	78	41	7	173	248	328	387	2.332E-01	29
A0A3Q8Q3U2__direct_alignment__F8V6J6	A0A3Q8Q3U2	F8V6J6	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	F8V6J6	0.526	19	6	3	56	72	16	33	1.695E-01	29
A0A3Q8Q3U2__direct_alignment__A0A1C3NFH8	A0A3Q8Q3U2	A0A1C3NFH8	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A1C3NFH8	0.226	128	40	15	160	248	226	333	2.332E-01	29
A0A3Q8Q3U2__direct_alignment__A0A384ZX68	A0A3Q8Q3U2	A0A384ZX68	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A384ZX68	0.250	84	36	8	15	80	45	119	6.507E-02	30
A0A3Q8Q3U2__direct_alignment__A0A2I2L6F6	A0A3Q8Q3U2	A0A2I2L6F6	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A2I2L6F6	0.333	42	21	4	13	52	138	174	8.358E-01	27
A0A3Q8Q3U2__direct_alignment__A0A1V0SKM4	A0A3Q8Q3U2	A0A1V0SKM4	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A1V0SKM4	0.229	96	32	11	10	73	83	168	1.582E+00	26
A0A3Q8Q3U2__direct_alignment__A0A3G5A0G4	A0A3Q8Q3U2	A0A3G5A0G4	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A3G5A0G4	0.211	85	31	10	18	72	19	97	4.729E-02	31
A0A3Q8Q3U2__direct_alignment__A0A0G2Y178	A0A3Q8Q3U2	A0A0G2Y178	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A0G2Y178	0.242	70	32	5	29	78	496	564	1.232E-01	30
A0A3Q8Q3U2__direct_alignment__A0A3G4ZK02	A0A3Q8Q3U2	A0A3G4ZK02	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A3G4ZK02	0.230	78	27	9	14	72	163	226	8.953E-02	30
A0A3Q8Q3U2__direct_alignment__A0A481YQN6	A0A3Q8Q3U2	A0A481YQN6	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A481YQN6	0.259	54	25	5	9	49	130	181	6.507E-02	30
A0A3Q8Q3U2__direct_alignment__A0A481Z5Y2	A0A3Q8Q3U2	A0A481Z5Y2	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A481Z5Y2	0.234	64	26	8	152	209	58	104	9.587E-03	33
A0A3Q8Q3U2__direct_alignment__A0A5J6VIG4	A0A3Q8Q3U2	A0A5J6VIG4	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A5J6VIG4	0.272	55	23	8	13	52	14	66	4.729E-02	31
A0A3Q8Q3U2__direct_alignment__A0A5K0U9X1	A0A3Q8Q3U2	A0A5K0U9X1	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A5K0U9X1	0.273	106	26	10	127	195	214	305	7.455E-04	37
A0A3Q8Q3U2__cluster_membership__A0A3G5A882	A0A3Q8Q3U2	A0A3G5A882	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__A0A3G5A6I1	A0A3Q8Q3U2	A0A3G5A6I1	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A3G5A6I1	0.253	79	22	7	16	67	101	169	1.815E-02	32
A0A3Q8Q3U2__direct_alignment__A0A3G5A8B2	A0A3Q8Q3U2	A0A3G5A8B2	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A3G5A8B2	0.253	63	28	6	169	216	150	208	2.861E-04	38
A0A3Q8Q3U2__direct_alignment__A0A3G5AJE1	A0A3Q8Q3U2	A0A3G5AJE1	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A3G5AJE1	0.263	95	26	12	141	207	262	340	1.695E-01	29
A0A3Q8Q3U2__direct_alignment__A0A481YY33	A0A3Q8Q3U2	A0A481YY33	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A481YY33	0.264	87	39	12	122	187	91	173	1.695E-01	29
A0A3Q8Q3U2__direct_alignment__A0A5J6VPG4	A0A3Q8Q3U2	A0A5J6VPG4	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A5J6VPG4	0.339	53	20	4	161	211	222	261	5.417E-04	37
A0A3Q8Q3U2__direct_alignment__A0A7D3UV69	A0A3Q8Q3U2	A0A7D3UV69	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A7D3UV69	0.258	62	27	6	152	205	177	227	4.415E-01	28
A0A3Q8Q3U2__direct_alignment__E3T526	A0A3Q8Q3U2	E3T526	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	E3T526	0.236	72	21	11	16	69	155	210	1.150E+00	26
A0A3Q8Q3U2__direct_alignment__A0A3G5A8V8	A0A3Q8Q3U2	A0A3G5A8V8	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A3G5A8V8	0.195	245	90	25	13	201	193	386	1.815E-02	32
A0A3Q8Q3U2__direct_alignment__A0A481Z4C0	A0A3Q8Q3U2	A0A481Z4C0	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A481Z4C0	0.286	115	30	13	5	81	372	472	7.974E-05	40
A0A3Q8Q3U2__direct_alignment__A0A3G5AK51	A0A3Q8Q3U2	A0A3G5AK51	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A3G5AK51	0.268	93	24	13	23	75	50	138	6.075E-01	27
A0A3Q8Q3U2__direct_alignment__A0A8D9FR24	A0A3Q8Q3U2	A0A8D9FR24	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A8D9FR24	0.217	78	21	7	174	230	112	170	4.415E-01	28
A0A3Q8Q3U2__direct_alignment__A0A6J5MCB8	A0A3Q8Q3U2	A0A6J5MCB8	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J5MCB8	0.272	22	14	2	16	37	172	191	5.669E+00	24
